session_id,startTime,endTime,ProductList,gender
u14130,22/12/14 9:52,22/12/14 9:52,A00002/B00001/C00020/D35238/,male
u19353,09/12/14 19:03,09/12/14 19:03,A00002/B00003/C00005/D02075/,female
u17386,09/12/14 23:01,09/12/14 23:03,A00003/B00012/C00051/D12636/;A00003/B00012/C00051/D08019/;A00003/B00012/C00051/D07684/;A00003/B00012/C00051/D17990/;A00003/B00012/C00051/D04255/,female
u13947,26/11/14 17:44,26/11/14 17:44,A00005/B00019/C00012/D13161/,male
u22651,09/12/14 19:02,09/12/14 19:05,A00002/B00001/C00059/D24063/;A00002/B00001/C00059/D24065/;A00002/B00001/C00059/D24070/,female
u16692,17/12/14 15:41,17/12/14 15:43,A00002/B00005/C00056/D00842/;A00002/B00002/C00002/D30705/,female
u14237,27/11/14 20:28,27/11/14 20:30,A00005/B00019/C00164/D14669/;A00005/B00018/C00138/D14673/;A00005/B00018/C00138/D14676/,female
u12294,28/11/14 11:27,28/11/14 11:28,A00003/B00028/C00148/D15121/,female
u24392,18/12/14 10:18,18/12/14 10:19,A00003/B00022/C00036/D31306/;A00003/B00022/C00048/D16748/,female
u16323,15/12/14 15:54,15/12/14 15:54,A00003/B00012/C00051/D28301/,female
u10612,19/12/14 15:32,19/12/14 15:34,A00003/B00022/C00074/D28034/;A00002/B00001/C00123/D28554/;A00003/B00022/C00074/D32488/,female
u15420,22/12/14 16:29,22/12/14 16:30,A00002/B00003/C00014/D30953/;A00002/B00003/C00014/D35699/,female
u18257,17/12/14 21:38,17/12/14 21:38,A00002/B00017/C00045/D31050/,female
u10146,21/11/14 14:42,21/11/14 14:42,A00002/B00003/C00006/D05423/,female
u22265,08/12/14 3:49,08/12/14 3:54,A00001/B00001/C00020/D21732/;A00001/B00001/C00020/D13982/;A00001/B00001/C00020/D16349/;A00001/B00001/C00020/D21733/;A00001/B00001/C00019/D21287/,male
u20905,20/12/14 23:29,20/12/14 23:29,A00002/B00002/C00004/D03924/,female
u15422,18/11/14 10:57,18/11/14 11:00,A00002/B00001/C00059/D06677/;A00002/B00001/C00010/D06681/,female
u16717,22/11/14 17:34,22/11/14 17:34,A00001/B00004/C00196/D09897/,male
u16943,25/11/14 10:37,25/11/14 10:38,A00002/B00002/C00007/D01372/,female
u12179,17/11/14 11:06,17/11/14 11:06,A00002/B00001/C00123/D05130/,female
u14395,25/11/14 22:17,25/11/14 22:17,A00001/B00015/C00043/D11575/,male
u23599,22/12/14 20:56,22/12/14 20:57,A00002/B00004/C00018/D35908/;A00002/B00004/C00018/D35910/,female
u17280,07/12/14 14:37,07/12/14 14:40,A00005/B00070/C00249/D20987/;A00005/B00070/C00249/D08906/;A00005/B00070/C00249/D20752/,female
u10267,23/11/14 19:59,23/11/14 20:00,A00002/B00002/C00007/D10873/;A00002/B00002/C00033/D10434/,male
u12047,18/12/14 17:08,18/12/14 17:08,A00002/B00002/C00003/D05574/,female
u22561,20/12/14 16:21,20/12/14 16:21,A00002/B00001/C00075/D07013/,female
u20937,06/12/14 9:58,06/12/14 9:59,A00003/B00026/C00376/D19445/;A00003/B00026/C00248/D19556/;A00003/B00026/C00306/D19266/,female
u20036,02/12/14 8:46,02/12/14 8:47,A00002/B00002/C00007/D15714/,female
u14780,17/11/14 20:39,17/11/14 20:39,A00002/B00007/C00024/D06100/,female
u18055,27/11/14 9:34,27/11/14 9:44,A00003/B00012/C00131/D13463/;A00003/B00012/C00028/D13766/;A00003/B00012/C00028/D13768/;A00003/B00012/C00028/D13415/;A00003/B00012/C00028/D13777/;A00003/B00012/C00028/D13422/;A00003/B00012/C00131/D13425/;A00003/B00036/C00048/D13384/;A00003/B00012/C00131/D13788/;A00003/B00012/C00028/D13790/;A00003/B00012/C00028/D13792/;A00003/B00012/C00131/D13749/,female
u21117,12/12/14 9:18,12/12/14 9:18,A00002/B00007/C00021/D00263/,female
u13218,08/12/14 15:32,08/12/14 15:38,A00002/B00002/C00007/D17469/;A00002/B00002/C00007/D00232/;A00002/B00002/C00007/D18211/;A00002/B00002/C00007/D18230/;A00002/B00002/C00002/D16618/,female
u12210,12/12/14 21:33,12/12/14 21:33,A00002/B00006/C00030/D25418/,female
u11129,16/12/14 11:35,16/12/14 11:35,A00002/B00007/C00021/D19273/,female
u20767,22/12/14 13:24,22/12/14 13:25,A00003/B00026/C00096/D24710/,male
u19185,14/12/14 13:08,14/12/14 13:08,A00002/B00004/C00061/D27060/,female
u16234,19/11/14 8:25,21/11/14 13:50,A00003/B00012/C00048/D07647/;A00003/B00012/C00051/D00228/,female
u23029,09/12/14 21:17,09/12/14 21:17,A00001/B00001/C00019/D24236/,male
u21807,13/12/14 11:12,13/12/14 11:12,A00002/B00003/C00006/D25863/,female
u10133,07/12/14 18:37,07/12/14 18:37,A00002/B00001/C00010/D21073/,female
u20168,14/12/14 15:45,14/12/14 15:45,A00003/B00012/C00048/D24493/,male
u22349,09/12/14 8:28,09/12/14 8:34,A00002/B00002/C00007/D23107/;A00002/B00002/C00007/D12222/;A00002/B00002/C00007/D23110/;A00002/B00002/C00007/D23116/;A00002/B00002/C00007/D16825/;A00002/B00002/C00007/D23121/,female
u20794,22/12/14 22:19,22/12/14 22:19,A00003/B00026/C00238/D35676/,male
u17234,22/11/14 15:12,22/11/14 15:12,A00002/B00007/C00016/D09720/,female
u17937,15/12/14 8:02,15/12/14 8:09,A00002/B00007/C00115/D24625/;A00002/B00007/C00115/D24630/;A00002/B00007/C00115/D24627/;A00002/B00007/C00115/D24615/;A00002/B00006/C00030/D27640/;A00002/B00002/C00003/D27642/;A00002/B00002/C00003/D27646/;A00002/B00006/C00015/D27638/;A00002/B00005/C00067/D27644/;A00002/B00004/C00066/D27649/;A00002/B00004/C00129/D27650/;A00002/B00004/C00129/D27651/;A00002/B00004/C00129/D27652/;A00002/B00004/C00129/D27653/,female
u17155,06/12/14 8:51,06/12/14 8:51,A00002/B00003/C00014/D00700/,female
u23737,15/12/14 6:55,15/12/14 6:55,A00001/B00015/C00043/D20548/,male
u15889,14/12/14 0:21,14/12/14 0:22,A00001/B00001/C00092/D26809/,male
u18897,16/12/14 14:45,16/12/14 14:45,A00002/B00002/C00003/D29426/,female
u21470,13/12/14 14:56,13/12/14 14:56,A00002/B00007/C00021/D04825/,female
u18611,26/11/14 9:22,26/11/14 9:22,A00001/B00001/C00019/D12342/,male
u14847,16/11/14 23:04,16/11/14 23:11,A00002/B00017/C00045/D04784/;A00002/B00017/C00152/D04790/;A00002/B00017/C00152/D04795/,female
u18735,17/12/14 13:03,17/12/14 13:04,A00002/B00002/C00081/D06907/;A00002/B00002/C00081/D30478/,female
u19086,21/12/14 13:21,21/12/14 13:21,A00005/B00044/C00145/D32971/,female
u16955,17/12/14 14:20,17/12/14 14:20,A00003/B00022/C00048/D29086/,female
u24524,18/12/14 14:34,18/12/14 14:34,A00002/B00002/C00009/D02481/;A00002/B00002/C00009/D31787/,female
u23384,13/12/14 9:24,13/12/14 9:24,A00002/B00003/C00037/D25688/,female
u13733,09/12/14 9:56,09/12/14 9:56,A00002/B00002/C00004/D23263/,female
u15472,29/11/14 20:01,29/11/14 20:03,A00002/B00002/C00007/D15933/;A00002/B00002/C00007/D09921/,female
u24250,17/12/14 12:52,17/12/14 13:01,A00002/B00006/C00030/D30469/;A00003/B00020/C00052/D28180/;A00003/B00020/C00052/D30472/;A00002/B00002/C00003/D30395/;A00002/B00006/C00015/D30476/;A00002/B00006/C00015/D30477/,female
u21716,19/12/14 15:56,19/12/14 15:56,A00002/B00007/C00021/D17343/,female
u16428,19/12/14 18:27,19/12/14 18:29,A00002/B00001/C00019/D05424/;A00002/B00001/C00075/D05313/,female
u21519,12/12/14 8:56,12/12/14 8:56,A00002/B00001/C00224/D24424/,female
u11095,21/11/14 13:50,21/11/14 13:50,A00002/B00002/C00007/D04269/,female
u15685,07/12/14 16:53,07/12/14 16:55,A00002/B00002/C00007/D09955/;A00002/B00002/C00007/D21142/;A00002/B00002/C00007/D21144/,female
u10481,26/11/14 19:41,26/11/14 19:45,A00002/B00004/C00018/D01572/;A00002/B00004/C00012/D13307/;A00002/B00004/C00012/D13308/,female
u14337,17/11/14 20:05,17/11/14 20:06,A00002/B00002/C00003/D06030/;A00002/B00002/C00009/D00018/,female
u20131,01/12/14 13:19,01/12/14 13:20,A00002/B00002/C00003/D16706/;A00002/B00003/C00014/D16707/,female
u22054,09/12/14 16:15,09/12/14 16:17,A00002/B00003/C00014/D15109/;A00002/B00003/C00006/D23949/,female
u16266,21/12/14 13:02,21/12/14 13:02,A00001/B00009/C00012/D34662/,male
u22132,07/12/14 18:25,07/12/14 18:26,A00002/B00005/C00057/D00932/,female
u20535,09/12/14 8:55,09/12/14 8:55,A00002/B00002/C00007/D00582/,female
u12771,27/11/14 19:42,27/11/14 19:42,A00001/B00031/C00044/D14631/,male
u19972,01/12/14 11:57,01/12/14 11:57,A00001/B00001/C00182/D16322/,male
u24004,16/12/14 9:39,16/12/14 9:39,A00002/B00002/C00003/D28950/,female
u15780,18/11/14 8:53,18/11/14 8:55,A00002/B00002/C00007/D06503/;A00002/B00002/C00081/D05030/;A00002/B00002/C00007/D06507/,female
u14998,16/11/14 23:55,16/11/14 23:55,A00002/B00002/C00007/D04831/,female
u22129,07/12/14 17:36,07/12/14 17:46,A00002/B00002/C00007/D00643/;A00002/B00002/C00007/D21187/;A00002/B00002/C00002/D00205/;A00002/B00003/C00005/D07558/;A00002/B00002/C00007/D19727/;A00002/B00002/C00007/D19388/;A00002/B00002/C00007/D21193/;A00002/B00002/C00007/D21196/;A00002/B00002/C00081/D02621/,female
u22002,07/12/14 9:19,07/12/14 9:20,A00002/B00002/C00007/D20711/;A00002/B00002/C00007/D05734/,female
u10920,08/12/14 16:39,08/12/14 16:39,A00002/B00003/C00014/D12067/;A00002/B00003/C00014/D22632/,female
u14095,15/11/14 17:19,15/11/14 17:19,A00002/B00007/C00016/D03050/,female
u19389,08/12/14 20:48,08/12/14 20:55,A00002/B00005/C00057/D14903/;A00002/B00005/C00057/D02476/;A00002/B00005/C00057/D00932/;A00002/B00005/C00067/D10362/;A00002/B00006/C00015/D22826/;A00002/B00005/C00057/D22830/;A00002/B00005/C00057/D05994/;A00002/B00006/C00015/D05948/,female
u15633,22/12/14 12:55,22/12/14 12:55,A00003/B00012/C00051/D09264/,female
u13666,20/12/14 10:58,20/12/14 10:58,A00002/B00007/C00098/D33823/,female
u16508,14/12/14 19:52,14/12/14 19:52,A00002/B00001/C00053/D27317/,female
u10388,14/11/14 7:35,14/11/14 7:35,A00005/B00018/C00047/D00143/,female
u10398,14/11/14 20:34,14/11/14 20:34,A00005/B00032/C00094/D01712/,female
u12565,25/11/14 15:07,25/11/14 15:12,A00002/B00003/C00005/D11641/;A00002/B00003/C00005/D11647/;A00002/B00003/C00005/D11648/;A00002/B00003/C00005/D01581/;A00002/B00006/C00030/D11652/;A00002/B00006/C00030/D02266/;A00002/B00006/C00015/D11653/,female
u15404,25/11/14 21:08,25/11/14 21:10,A00002/B00002/C00003/D12025/;A00002/B00002/C00003/D12028/,female
u16414,18/12/14 11:04,18/12/14 11:07,A00001/B00001/C00182/D19776/;A00001/B00001/C00182/D27614/,male
u10770,14/11/14 8:30,14/11/14 8:30,A00002/B00002/C00004/D00233/,female
u21763,20/12/14 9:21,20/12/14 9:22,A00002/B00006/C00030/D09754/;A00002/B00006/C00030/D05954/,female
u16900,21/11/14 23:09,21/11/14 23:10,A00003/B00021/C00055/D09166/;A00003/B00021/C00055/D08081/,female
u10769,18/12/14 12:48,18/12/14 12:48,A00002/B00004/C00293/D31628/,female
u16609,07/12/14 9:21,07/12/14 9:21,A00002/B00005/C00013/D02174/,female
u24175,16/12/14 21:04,16/12/14 21:05,A00002/B00002/C00002/D00827/,female
u18669,06/12/14 8:17,06/12/14 8:18,A00002/B00002/C00007/D19398/;A00002/B00002/C00007/D19399/,female
u10630,22/12/14 19:19,22/12/14 19:19,A00002/B00003/C00005/D09077/,female
u18686,26/11/14 12:17,26/11/14 12:18,A00002/B00002/C00003/D12540/,female
u22031,08/12/14 13:17,08/12/14 13:17,A00004/B00013/C00327/D22252/,male
u19674,29/11/14 11:27,29/11/14 11:28,A00002/B00001/C00010/D05838/;A00002/B00001/C00010/D15454/;A00002/B00001/C00177/D15471/;A00002/B00001/C00059/D15473/,female
u18781,13/12/14 10:10,13/12/14 10:10,A00002/B00002/C00002/D18794/;A00002/B00001/C00059/D25599/,female
u21823,14/12/14 14:47,14/12/14 14:49,A00003/B00012/C00051/D17589/;A00002/B00002/C00007/D25231/;A00002/B00007/C00016/D18289/,female
u18438,27/11/14 9:47,27/11/14 9:48,A00002/B00007/C00021/D11851/,female
u10731,02/12/14 9:48,02/12/14 9:51,A00002/B00002/C00007/D11857/;A00002/B00002/C00112/D13290/;A00002/B00002/C00007/D17643/;A00002/B00002/C00007/D00226/,female
u15616,29/11/14 20:34,29/11/14 20:34,A00002/B00002/C00009/D02390/,female
u16236,06/12/14 12:06,06/12/14 12:06,A00002/B00002/C00004/D19719/,female
u16497,19/11/14 20:19,19/11/14 20:19,A00002/B00003/C00005/D08113/,female
u12594,17/11/14 14:51,17/11/14 14:51,A00002/B00001/C00049/D05661/,female
u15431,17/11/14 17:12,17/11/14 17:12,A00001/B00001/C00020/D01172/,male
u12137,14/11/14 12:24,14/11/14 12:24,A00003/B00012/C00051/D00796/,female
u14979,16/11/14 21:54,16/11/14 22:02,A00001/B00009/C00028/D04648/;A00001/B00009/C00028/D04652/;A00001/B00009/C00028/D04654/;A00001/B00001/C00019/D04656/;A00001/B00001/C00019/D04658/,male
u21904,06/12/14 19:40,06/12/14 19:41,A00002/B00002/C00003/D17621/;A00002/B00002/C00003/D00256/,female
u15848,18/11/14 10:34,18/11/14 10:34,A00002/B00001/C00053/D01058/,female
u13066,19/11/14 19:07,19/11/14 19:07,A00002/B00002/C00007/D07996/,female
u22589,08/12/14 16:15,08/12/14 16:18,A00002/B00034/C00105/D11744/;A00002/B00034/C00105/D14785/;A00005/B00004/C00209/D22595/,male
u24771,20/12/14 9:59,20/12/14 10:13,A00002/B00011/C00012/D33765/;A00002/B00006/C00030/D33770/;A00002/B00006/C00030/D33771/;A00002/B00006/C00030/D11497/;A00010/B00045/C00113/D33773/;A00002/B00006/C00030/D33774/;A00002/B00006/C00030/D33775/;A00002/B00006/C00030/D33778/;A00002/B00006/C00030/D33779/;A00002/B00006/C00030/D33780/;A00002/B00001/C00020/D33785/,female
u11848,13/12/14 11:49,13/12/14 11:53,A00002/B00002/C00002/D25840/;A00002/B00001/C00059/D02910/;A00002/B00003/C00006/D09127/;A00002/B00003/C00006/D05326/,female
u24846,21/12/14 11:59,21/12/14 12:00,A00001/B00015/C00043/D15957/;A00001/B00015/C00042/D09562/,male
u17968,27/11/14 10:47,27/11/14 10:47,A00002/B00002/C00003/D13824/,female
u13181,15/11/14 20:24,15/11/14 21:33,A00002/B00006/C00015/D01250/;A00002/B00007/C00024/D03283/;A00002/B00007/C00016/D01666/;A00002/B00007/C00024/D03289/;A00003/B00022/C00074/D03325/;A00003/B00022/C00074/D03327/;A00003/B00022/C00074/D03328/;A00003/B00022/C00131/D03338/;A00003/B00012/C00131/D03343/;A00003/B00012/C00131/D03346/;A00003/B00012/C00131/D03348/,female
u14069,15/11/14 16:46,15/11/14 16:46,A00002/B00004/C00018/D03032/,male
u18952,22/12/14 12:59,22/12/14 13:00,A00002/B00005/C00058/D35456/,female
u21194,05/12/14 22:09,05/12/14 22:09,A00001/B00009/C00028/D18934/;A00001/B00009/C00028/D18977/;A00001/B00009/C00028/D18979/;A00001/B00009/C00028/D18982/,male
u21095,13/12/14 11:06,13/12/14 11:06,A00002/B00003/C00014/D02328/,female
u15595,21/11/14 20:34,21/11/14 20:39,A00003/B00022/C00028/D08966/;A00003/B00022/C00028/D08969/;A00003/B00022/C00028/D00617/;A00003/B00022/C00028/D08975/;A00003/B00022/C00028/D08976/;A00003/B00022/C00028/D08978/;A00003/B00022/C00028/D08979/;A00003/B00022/C00028/D08980/;A00003/B00022/C00028/D08982/,female
u11692,17/11/14 10:37,17/11/14 10:38,A00002/B00003/C00006/D05263/;A00002/B00003/C00006/D05057/;A00002/B00003/C00006/D05269/,female
u14138,17/11/14 10:18,17/11/14 10:18,A00002/B00001/C00020/D05095/,female
u21579,06/12/14 9:28,08/12/14 17:12,A00005/B00018/C00138/D06249/;A00002/B00005/C00125/D04876/,female
u19556,01/12/14 12:37,01/12/14 12:37,A00002/B00005/C00056/D10728/,female
u22696,09/12/14 0:25,09/12/14 0:30,A00002/B00007/C00016/D15920/;A00002/B00005/C00057/D01814/;A00002/B00003/C00014/D23034/,female
u10375,19/12/14 17:32,19/12/14 17:32,A00001/B00009/C00031/D33274/,female
u21132,13/12/14 9:39,13/12/14 9:47,A00003/B00012/C00245/D25707/;A00003/B00012/C00146/D01216/,female
u16347,26/11/14 8:31,26/11/14 8:31,A00005/B00019/C00085/D11593/,female
u19191,29/11/14 22:34,29/11/14 22:41,A00001/B00004/C00066/D09081/;A00001/B00004/C00066/D04661/;A00002/B00004/C00066/D15790/;A00002/B00002/C00003/D16054/,female
u14311,17/11/14 11:10,17/11/14 11:10,A00001/B00009/C00028/D05355/,male
u18594,26/11/14 11:05,26/11/14 11:06,A00003/B00012/C00051/D00221/;A00003/B00012/C00051/D12463/,female
u19307,27/11/14 16:42,27/11/14 16:42,A00005/B00032/C00094/D14536/,female
u19303,12/12/14 14:48,12/12/14 14:48,A00002/B00001/C00100/D04722/,female
u10842,15/11/14 21:45,15/11/14 21:45,A00002/B00002/C00002/D02007/,female
u14731,19/11/14 0:13,19/11/14 0:13,A00001/B00001/C00019/D07586/,female
u13453,06/12/14 21:22,06/12/14 21:22,A00002/B00002/C00002/D04224/,female
u11595,21/11/14 16:36,21/11/14 16:36,A00001/B00015/C00103/D08757/;A00001/B00015/C00103/D01394/,male
u16203,22/11/14 17:08,22/11/14 17:08,A00002/B00001/C00049/D09877/;A00002/B00003/C00005/D03126/,male
u18444,27/11/14 10:48,27/11/14 10:48,A00002/B00007/C00021/D11851/,female
u21351,06/12/14 3:27,06/12/14 3:27,A00002/B00003/C00079/D19326/,female
u14642,07/12/14 20:19,07/12/14 20:26,A00001/B00001/C00001/D21405/;A00001/B00001/C00001/D16794/;A00001/B00001/C00092/D21409/;A00001/B00001/C00001/D03585/;A00001/B00001/C00092/D00469/,male
u20601,02/12/14 9:50,02/12/14 9:56,A00002/B00003/C00006/D06052/;A00002/B00003/C00046/D07124/;A00002/B00003/C00006/D03685/;A00002/B00003/C00006/D02735/;A00002/B00003/C00014/D02458/;A00002/B00001/C00059/D06180/;A00002/B00003/C00014/D00457/;A00002/B00003/C00006/D17656/,female
u15831,18/11/14 10:34,18/11/14 10:43,A00003/B00021/C00054/D06645/;A00003/B00021/C00054/D06646/;A00003/B00021/C00054/D06647/;A00002/B00001/C00123/D06648/;A00002/B00001/C00123/D06651/,female
u21570,16/12/14 21:30,16/12/14 21:31,A00002/B00004/C00298/D26855/,female
u12756,21/11/14 19:08,21/11/14 19:08,A00001/B00031/C00044/D08852/,male
u21104,05/12/14 21:52,05/12/14 21:52,A00001/B00027/C00082/D18887/;A00001/B00027/C00082/D18889/;A00001/B00027/C00082/D18890/,male
u21386,06/12/14 10:05,06/12/14 10:05,A00002/B00003/C00079/D19331/,female
u22919,09/12/14 21:08,09/12/14 21:12,A00003/B00004/C00089/D04833/;A00003/B00004/C00089/D24226/;A00003/B00004/C00089/D24229/;A00003/B00004/C00089/D10476/;A00003/B00004/C00089/D01208/,male
u22134,07/12/14 18:49,07/12/14 18:52,A00001/B00015/C00017/D21273/;A00001/B00015/C00017/D21274/;A00001/B00015/C00017/D21275/;A00001/B00015/C00017/D05229/;A00001/B00015/C00017/D21276/;A00001/B00015/C00017/D21277/;A00001/B00015/C00103/D01411/,male
u14828,16/11/14 17:39,16/11/14 17:39,A00004/B00014/C00229/D04388/,male
u17301,26/11/14 12:46,26/11/14 12:46,A00002/B00002/C00004/D12577/;A00002/B00002/C00004/D01131/,male
u14771,16/11/14 14:41,16/11/14 14:49,A00002/B00007/C00016/D04113/;A00002/B00007/C00016/D04119/;A00002/B00007/C00017/D04120/;A00002/B00007/C00016/D04125/,female
u17881,25/11/14 6:15,25/11/14 6:27,A00002/B00002/C00003/D05377/;A00002/B00002/C00003/D11078/;A00002/B00002/C00003/D11079/;A00002/B00002/C00003/D11080/;A00002/B00002/C00003/D11081/;A00002/B00002/C00003/D11082/;A00002/B00003/C00006/D11083/;A00002/B00003/C00014/D11084/;A00002/B00003/C00005/D11085/;A00002/B00003/C00005/D04605/;A00002/B00003/C00006/D11086/;A00002/B00003/C00006/D11087/;A00002/B00003/C00006/D11088/;A00002/B00003/C00006/D05911/;A00002/B00003/C00006/D11089/;A00002/B00003/C00006/D11090/;A00002/B00003/C00014/D11091/;A00002/B00003/C00006/D11092/;A00002/B00003/C00006/D11093/;A00002/B00003/C00006/D03538/,female
u24058,16/12/14 12:00,16/12/14 12:04,A00002/B00007/C00016/D20858/;A00002/B00007/C00016/D00514/;A00002/B00002/C00002/D22212/;A00002/B00002/C00002/D22121/;A00002/B00002/C00002/D03233/;A00002/B00002/C00002/D04028/;A00002/B00002/C00002/D00499/;A00002/B00002/C00002/D00205/,male
u23897,22/12/14 16:26,22/12/14 16:30,A00002/B00002/C00002/D03232/;A00002/B00002/C00002/D35698/;A00002/B00002/C00007/D18490/,female
u23096,22/12/14 11:30,22/12/14 11:31,A00002/B00002/C00003/D35355/;A00002/B00002/C00003/D35357/,female
u22588,08/12/14 15:48,08/12/14 15:49,A00002/B00007/C00016/D07590/,male
u12476,18/11/14 15:44,18/11/14 15:44,A00003/B00012/C00051/D07163/,female
u22133,07/12/14 18:34,07/12/14 18:39,A00001/B00004/C00171/D08811/;A00001/B00004/C00171/D21255/;A00001/B00004/C00171/D21256/;A00001/B00004/C00171/D08809/;A00001/B00004/C00171/D21258/;A00001/B00004/C00171/D21259/;A00001/B00004/C00171/D13654/,male
u13294,15/12/14 23:45,15/12/14 23:56,A00002/B00002/C00012/D27226/;A00002/B00002/C00002/D28775/;A00002/B00002/C00002/D28777/;A00002/B00002/C00022/D28779/;A00002/B00002/C00002/D28780/;A00002/B00002/C00002/D28781/;A00002/B00002/C00003/D28783/;A00002/B00002/C00003/D28785/;A00002/B00002/C00002/D28786/;A00002/B00002/C00007/D28146/;A00002/B00002/C00007/D28787/,female
u15478,01/12/14 8:32,01/12/14 8:32,A00002/B00002/C00007/D13256/,female
u20797,22/12/14 23:14,22/12/14 23:14,A00010/B00069/C00435/D33879/,male
u19821,17/12/14 21:21,17/12/14 21:22,A00001/B00001/C00182/D13302/;A00001/B00001/C00182/D27614/,male
u12790,05/12/14 21:34,05/12/14 21:34,A00001/B00031/C00044/D18830/,male
u12781,01/12/14 15:52,01/12/14 15:52,A00001/B00031/C00130/D04058/,male
u13277,14/11/14 22:19,14/11/14 22:19,A00001/B00031/C00091/D01943/,female
u10283,05/12/14 12:11,05/12/14 12:11,A00002/B00002/C00004/D11380/,male
u20433,01/12/14 21:52,01/12/14 21:52,A00002/B00002/C00009/D00801/,female
u14347,29/11/14 22:35,29/11/14 22:35,A00002/B00003/C00014/D06473/,female
u20566,17/12/14 13:51,17/12/14 13:51,A00003/B00026/C00296/D30529/,female
u23144,12/12/14 10:37,12/12/14 10:45,A00002/B00001/C00049/D01267/;A00002/B00001/C00020/D24623/;A00002/B00003/C00037/D24628/;A00002/B00003/C00037/D00295/;A00002/B00001/C00010/D24629/;A00002/B00001/C00010/D06138/;A00002/B00001/C00010/D23326/;A00002/B00001/C00010/D01034/;A00002/B00001/C00010/D21861/,female
u14885,01/12/14 22:14,01/12/14 22:23,A00002/B00002/C00009/D17357/;A00002/B00002/C00022/D17359/;A00002/B00002/C00007/D04353/;A00002/B00002/C00033/D17363/;A00002/B00002/C00009/D17366/;A00002/B00002/C00009/D06462/;A00002/B00002/C00007/D14018/;A00002/B00002/C00003/D17368/;A00002/B00002/C00003/D17371/,female
u24751,19/12/14 23:42,19/12/14 23:42,A00001/B00015/C00098/D33369/,male
u22785,09/12/14 10:42,09/12/14 10:42,A00003/B00020/C00183/D02230/;A00003/B00020/C00183/D02233/,female
u19855,20/12/14 23:41,20/12/14 23:48,A00002/B00005/C00057/D01814/;A00002/B00005/C00057/D05994/;A00002/B00005/C00067/D06245/;A00002/B00006/C00015/D32039/;A00002/B00006/C00015/D11192/;A00002/B00006/C00015/D01259/;A00002/B00006/C00015/D18057/;A00002/B00003/C00014/D00457/;A00002/B00003/C00046/D02765/;A00002/B00003/C00005/D34432/;A00002/B00003/C00005/D20464/;A00002/B00003/C00005/D34433/,female
u14552,21/11/14 13:17,21/11/14 13:17,A00005/B00065/C00012/D08268/,female
u18534,27/11/14 12:40,27/11/14 12:44,A00002/B00003/C00014/D01121/;A00002/B00003/C00005/D11578/;A00002/B00003/C00046/D12662/;A00002/B00003/C00006/D14122/;A00002/B00003/C00005/D14125/,female
u12672,18/12/14 7:56,18/12/14 7:57,A00003/B00012/C00048/D31185/;A00003/B00012/C00048/D31186/;A00003/B00012/C00048/D00230/,female
u19947,17/12/14 9:42,17/12/14 9:42,A00002/B00001/C00059/D30257/,female
u15197,29/11/14 15:06,29/11/14 15:06,A00003/B00022/C00048/D00306/,female
u13034,14/11/14 20:28,14/11/14 20:31,A00002/B00002/C00002/D01695/;A00002/B00016/C00044/D01702/,female
u12582,15/11/14 15:47,15/11/14 15:54,A00001/B00009/C00032/D02938/;A00001/B00009/C00032/D02940/;A00001/B00009/C00032/D02942/;A00001/B00009/C00032/D02943/;A00001/B00009/C00032/D02945/;A00001/B00009/C00032/D02947/,male
u10710,16/12/14 14:16,16/12/14 14:16,A00002/B00006/C00015/D29386/,female
u18265,21/12/14 21:16,21/12/14 21:16,A00002/B00002/C00007/D34975/,female
u12175,16/11/14 14:27,16/11/14 14:27,A00005/B00044/C00184/D04081/,female
u12971,14/11/14 20:07,14/11/14 20:13,A00001/B00009/C00032/D01663/;A00001/B00001/C00012/D01642/;A00001/B00001/C00019/D01643/;A00001/B00015/C00043/D01442/;A00001/B00015/C00098/D01624/;A00001/B00015/C00098/D01625/;A00001/B00001/C00019/D01667/,male
u16069,21/12/14 17:59,21/12/14 18:02,A00003/B00022/C00036/D22599/;A00003/B00022/C00036/D21432/;A00003/B00022/C00036/D22616/,female
u14720,17/11/14 10:21,17/11/14 10:21,A00002/B00002/C00007/D02355/,female
u20702,03/12/14 10:37,03/12/14 10:37,A00002/B00003/C00005/D08471/,female
u17275,26/11/14 15:38,26/11/14 15:38,A00009/B00052/C00222/D12954/,female
u17410,16/12/14 13:50,16/12/14 13:50,A00003/B00012/C00074/D29333/,female
u17197,22/11/14 11:59,22/11/14 12:02,A00001/B00027/C00082/D09509/;A00001/B00004/C00093/D09511/,male
u19368,16/12/14 17:54,16/12/14 17:54,A00002/B00006/C00015/D29752/,female
u11885,22/12/14 0:29,22/12/14 0:29,A00002/B00002/C00007/D35071/,female
u13120,14/11/14 21:21,14/11/14 21:21,A00003/B00012/C00036/D01851/,male
u13768,18/12/14 22:32,18/12/14 22:33,A00002/B00003/C00006/D32380/,female
u21270,16/12/14 12:59,16/12/14 12:59,A00002/B00003/C00006/D20088/,female
u15649,18/11/14 11:35,18/11/14 11:35,A00001/B00009/C00028/D06746/,female
u13734,09/12/14 10:00,09/12/14 10:00,A00002/B00002/C00004/D23253/,female
u16724,25/11/14 22:59,25/11/14 22:59,A00002/B00001/C00049/D12165/,male
u17451,09/12/14 21:40,09/12/14 21:43,A00003/B00012/C00051/D20693/;A00003/B00012/C00051/D14209/;A00003/B00012/C00048/D24261/,female
